lane121s003951_bin.1.p	M00001	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	COMPLETE	10__10	K00844,K12407,K25026,K08074,K00918,K06859,K13810,K15916,K00850,K00918,K01623,K11645,K16305,K16306,K00150,K11389,K11389,K15633,K15634,K15635,K12406	K00845,K00886,K01810,K16370,K21071,K01624,K01803,K00134,K00927,K01834,K01689,K00873	
lane121s003951_bin.1.p	M00012	Glyoxylate cycle	COMPLETE	5__5	K01682,K19282,K00026,K00025	K01647,K01681,K01637,K01638,K00024	
lane121s003951_bin.1.p	M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA	INCOMPLETE	2__5	K07511,K14729,K05605,K23146	K00248,K00232,K00140	
lane121s003951_bin.1.p	M00014	Glucuronate pathway (uronate pathway)	INCOMPLETE	2__8	K12447,K00699,K16190,K01195,K14756,K00002,K13247,K03331,K05351,K00008	K00012,K00854	
lane121s003951_bin.1.p	M00015	Proline biosynthesis, glutamate => proline	COMPLETE	3__3	K12657,K12657	K00931,K00147,K00286	
lane121s003951_bin.1.p	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	COMPLETE	9__9	K12525,K12526,K12526	K00928,K12524,K00133,K01714,K00215,K00674,K00821,K14267,K01439,K01778,K01586	
lane121s003951_bin.1.p	M00017	Methionine biosynthesis, apartate => homoserine => methionine	COMPLETE	7__7	K12525,K12525,K00651,K01760,K24042	K00928,K12524,K00133,K00003,K00641,K01739,K14155,K00548,K00549	
lane121s003951_bin.1.p	M00018	Threonine biosynthesis, aspartate => homoserine => threonine	COMPLETE	5__5	K12525,K12526,K12525,K02204,K02203	K00928,K12524,K00133,K00003,K00872,K01733	
lane121s003951_bin.1.p	M00019	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	COMPLETE	4__4	K11258	K01652,K01653,K00053,K01687,K00826	
lane121s003951_bin.1.p	M00020	Serine biosynthesis, glycerate-3P => serine	COMPLETE	3__3	K02203,K22305,K25528	K00058,K00831,K01079	
lane121s003951_bin.1.p	M00021	Cysteine biosynthesis, serine => cysteine	COMPLETE	2__2	K23304,K13034,K17069	K00640,K01738	
lane121s003951_bin.1.p	M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	COMPLETE	7__7	K03856,K13853,K13830,K03785,K13832,K13830,K13832,K13830,K13830,K24018,K13830	K01626,K01735,K13829,K03786,K00014,K00891,K00800,K01736	
lane121s003951_bin.1.p	M00023	Tryptophan biosynthesis, chorismate => tryptophan	COMPLETE	5__5	K13503,K13501,K01656,K13497,K13497,K24017,K13498,K13501,K01656,K13498,K13501,K06001,K01694	K01657,K01658,K00766,K01817,K01609,K01695,K01696	
lane121s003951_bin.1.p	M00024	Phenylalanine biosynthesis, chorismate => phenylalanine	1 BLOCK MISSING	2__3	K01850,K14187,K04093,K04516,K06208,K06209,K14170,K01713,K05359,K14170,K00832,K00838	K04092,K04518	
lane121s003951_bin.1.p	M00025	Tyrosine biosynthesis, chorismate => tyrosine	1 BLOCK MISSING	2__3	K01850,K14170,K04093,K04516,K06208,K06209,K14187,K00211,K14187,K00815,K00832,K00838	K04092,K04517	
lane121s003951_bin.1.p	M00026	Histidine biosynthesis, PRPP => histidine	COMPLETE	8__8	K14152,K14152,K24017,K01663,K18649,K14152,K14152,K14152,K24017,K01663,K14152	K00765,K02502,K01523,K11755,K01496,K01814,K02501,K02500,K01693,K00817,K04486,K05602,K00013,K01089	
lane121s003951_bin.1.p	M00027	GABA (gamma-Aminobutyrate) shunt	COMPLETE	3__3	K13524,K00823,K16871,K00139,K17761	K01580,K07250,K00135	
lane121s003951_bin.1.p	M00028	Ornithine biosynthesis, glutamate => ornithine	COMPLETE	5__5	K00618,K14681,K14682,K22477,K22478,K22478,K12659,K12659,K00818,K01438,K14677	K00619,K00620,K00930,K00145,K00821	
lane121s003951_bin.1.p	M00029	Urea cycle	1 BLOCK MISSING	4__5	K01948,K14681	K00611,K01940,K01755,K01476	
lane121s003951_bin.1.p	M00030	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine	INCOMPLETE	0__8	K01655,K17450,K01705,K05824,K00838,K00143,K00293,K24034,K00290		
lane121s003951_bin.1.p	M00031	Lysine biosynthesis, mediated by LysW, 2-aminoadipate => lysine	INCOMPLETE	0__6	K05826,K05827,K05828,K05829,K05830,K05831		
lane121s003951_bin.1.p	M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA	INCOMPLETE	1__7	K14157,K14085,K00825,K15791,K07514,K07515,K07511,K07514,K00022	K00658,K00382,K00252	
lane121s003951_bin.1.p	M00033	Ectoine biosynthesis, aspartate => ectoine	INCOMPLETE	2__5	K00836,K06718,K06720	K00928,K00133	
lane121s003951_bin.1.p	M00034	Methionine salvage pathway	INCOMPLETE	3__11	K01611,K00797,K01244,K00772,K05810,K00899,K00772,K05810,K08963,K16054,K08964,K16054,K09880,K16054,K09880,K08966,K08967,K00815,K08969,K23977,K00832,K00838	K00789,K01243,K08965	
lane121s003951_bin.1.p	M00035	Methionine degradation	1 BLOCK MISSING	3__4	K00558,K17398,K17399,K10150	K00789,K01251,K01697	
lane121s003951_bin.1.p	M00036	Leucine degradation, leucine => acetoacetate + acetyl-CoA	INCOMPLETE	2__6	K00167,K11381,K09699,K00253,K01968,K05607,K13766,K01640	K00826,K00166,K00382,K00249,K01969	
lane121s003951_bin.1.p	M00037	Melatonin biosynthesis, tryptophan => serotonin => melatonin	INCOMPLETE	1__4	K00502,K00669,K00543	K01593	
lane121s003951_bin.1.p	M00038	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate	INCOMPLETE	3__7	K00463,K01432,K14263,K07130,K00486,K00452,K10217,K23234	K00453,K01556,K03392	
lane121s003951_bin.1.p	M00039	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol	INCOMPLETE	0__10	K10775,K13064,K00487,K01904,K13065,K09754,K00588,K09753,K09755,K13066,K00083,K22395		
lane121s003951_bin.1.p	M00040	Tyrosine biosynthesis, prephanate => pretyrosine => tyrosine	2 BLOCKS MISSING	1__3	K01850,K14170,K00832,K15849,K00220,K24018,K15227	K04092	
lane121s003951_bin.1.p	M00042	Catecholamine biosynthesis, tyrosine => dopamine => noradrenaline => adrenaline	INCOMPLETE	1__4	K00505,K00501,K00503,K00553	K01593	
lane121s003951_bin.1.p	M00043	Thyroid hormone biosynthesis, tyrosine => triiodothyronine/thyroxine	1 BLOCK MISSING	0__1	K00431		
lane121s003951_bin.1.p	M00044	Tyrosine degradation, tyrosine => homogentisate	INCOMPLETE	1__5	K00815,K00838,K00832,K03334,K00451,K01800,K01555,K16171	K00457	
lane121s003951_bin.1.p	M00045	Histidine degradation, histidine => N-formiminoglutamate => glutamate	2 BLOCKS MISSING	3__5	K01479,K00603,K13990,K05603,K01479,K00603,K13990,K01458	K01745,K01712,K01468	
lane121s003951_bin.1.p	M00046	Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate	1 BLOCK MISSING	2__3	K00207,K17722,K17723	K01464,K01431,K06016	
lane121s003951_bin.1.p	M00047	Creatine pathway	INCOMPLETE	0__3	K00613,K00542,K00933		
lane121s003951_bin.1.p	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	COMPLETE	11__11	K11787,K13713,K00601,K08289,K11787,K01492,K23269,K23264,K23265,K23270,K23265,K11787,K11787,K01587,K11808,K11787,K01587,K11808,K01587,K13713,K01492,K06863,K01492,K11176	K00764,K01945,K11788,K11175,K01952,K01933,K01589,K01588,K01923,K01756,K00602	
lane121s003951_bin.1.p	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	COMPLETE	4__4	K18532,K18533,K00944	K01939,K01756,K00939,K00940	
lane121s003951_bin.1.p	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP	COMPLETE	4__4	K18533	K00088,K01951,K00942,K00940	
lane121s003951_bin.1.p	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	1 BLOCK MISSING	5__6	K11540,K11541,K11540,K17828,K13421,K13421,K01954,K00610,K00608,K17828,K13421,K13421	K01465,K00226,K00254,K00762,K01591,K01955,K01956,K00609	
lane121s003951_bin.1.p	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	COMPLETE	3__3	K13800,K13809,K18533	K09903,K00940,K01937	
lane121s003951_bin.1.p	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	COMPLETE	2__2	K10807,K10808,K18533	K00525,K00526,K00940	
lane121s003951_bin.1.p	M00055	N-glycan precursor biosynthesis	INCOMPLETE	0__13	K01001,K07432,K07441,K03842,K03843,K03844,K03845,K03846,K03847,K03846,K00729,K03848,K03849,K03850		
lane121s003951_bin.1.p	M00056	O-glycan biosynthesis, mucin type core	INCOMPLETE	0__4	K00710,K00731,K09653,K00727,K09662,K09663,K00739		
lane121s003951_bin.1.p	M00057	Glycosaminoglycan biosynthesis, linkage tetrasaccharide	INCOMPLETE	0__4	K00771,K00733,K00734,K10158		
lane121s003951_bin.1.p	M00058	Glycosaminoglycan biosynthesis, chondroitin sulfate backbone	2 BLOCKS MISSING	0__2	K00746,K13499,K00747,K03419		
lane121s003951_bin.1.p	M00059	Glycosaminoglycan biosynthesis, heparan sulfate backbone	INCOMPLETE	0__5	K02369,K02370,K02366,K02367,K02368,K02370,K02576,K02577,K02578,K02579,K01793		
lane121s003951_bin.1.p	M00060	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type	INCOMPLETE	0__9	K00677,K02535,K02536,K03269,K09949,K00748,K00912,K02527,K02517,K02560		
lane121s003951_bin.1.p	M00061	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P	COMPLETE	5__5	K01686,K17463	K01812,K00040,K08323,K00874,K01625	
lane121s003951_bin.1.p	M00063	CMP-KDO biosynthesis	INCOMPLETE	0__4	K06041,K01627,K03270,K00979		
lane121s003951_bin.1.p	M00064	ADP-L-glycero-D-manno-heptose biosynthesis	INCOMPLETE	0__5	K03271,K03272,K21344,K03273,K03272,K21345,K03274		
lane121s003951_bin.1.p	M00065	GPI-anchor biosynthesis, core oligosaccharide	INCOMPLETE	0__9	K03857,K03859,K03858,K03861,K03860,K11001,K11002,K09658,K03434,K05283,K05284,K07541,K07542,K05285,K05286,K05288,K05287,K05310,K05287		
lane121s003951_bin.1.p	M00066	Lactosylceramide biosynthesis	2 BLOCKS MISSING	0__2	K00720,K07553,K09905		
lane121s003951_bin.1.p	M00067	Sulfoglycolipids biosynthesis, ceramide/1-alkyl-2-acylglycerol => sulfatide/seminolipid	2 BLOCKS MISSING	0__2	K04628,K01019		
lane121s003951_bin.1.p	M00068	Glycosphingolipid biosynthesis, globo-series, LacCer => Gb4Cer	2 BLOCKS MISSING	0__2	K01988,K00719		
lane121s003951_bin.1.p	M00069	Glycosphingolipid biosynthesis, ganglio series, LacCer => GT3	2 BLOCKS MISSING	0__2	K03370,K03371,K03369		
lane121s003951_bin.1.p	M00070	Glycosphingolipid biosynthesis, lacto-series, LacCer => Lc4Cer	2 BLOCKS MISSING	0__2	K03766,K07819,K07820,K03877		
lane121s003951_bin.1.p	M00071	Glycosphingolipid biosynthesis, neolacto-series, LacCer => nLc4Cer	2 BLOCKS MISSING	0__2	K03766,K07966,K07967,K07968,K07969		
lane121s003951_bin.1.p	M00072	N-glycosylation by oligosaccharyltransferase	1 BLOCK MISSING	0__1	K07151,K12666,K12667,K12668,K12669,K12670,K00730,K12691		
lane121s003951_bin.1.p	M00073	N-glycan precursor trimming	INCOMPLETE	0__4	K01228,K05546,K23741,K01230		
lane121s003951_bin.1.p	M00074	N-glycan biosynthesis, high-mannose type	INCOMPLETE	0__7	K05546,K23741,K01230,K05528,K05529,K05530,K05529,K05531,K05532,K05533,K05534,K05535		
lane121s003951_bin.1.p	M00075	N-glycan biosynthesis, complex type	INCOMPLETE	0__9	K01231,K00736,K00737,K00738,K00744,K09661,K13748,K00717,K07966,K07967,K07968,K00778,K00779		
lane121s003951_bin.1.p	M00076	Dermatan sulfate degradation	INCOMPLETE	0__5	K01136,K01217,K01135,K01197,K01195		
lane121s003951_bin.1.p	M00077	Chondroitin sulfate degradation	INCOMPLETE	0__4	K01135,K01197,K01195,K01132		
lane121s003951_bin.1.p	M00078	Heparan sulfate degradation	INCOMPLETE	0__8	K07964,K07965,K01136,K01217,K01565,K10532,K01205,K01195,K01137		
lane121s003951_bin.1.p	M00079	Keratan sulfate degradation	INCOMPLETE	1__4	K01132,K12309,K01137	K12373	
lane121s003951_bin.1.p	M00081	Pectin degradation	INCOMPLETE	0__3	K01051,K01184,K01213		
lane121s003951_bin.1.p	M00082	Fatty acid biosynthesis, initiation	1 BLOCK MISSING	2__3	K11262,K02160,K01961,K01962,K01963,K18472,K00665,K00667,K00668,K11533,K00665,K00667,K00668,K11533,K18473	K11263,K00645,K00648	
lane121s003951_bin.1.p	M00083	Fatty acid biosynthesis, elongation	2 BLOCKS MISSING	2__4	K00665,K00667,K11533,K00665,K00668,K11533,K00647,K02372,K01716,K16363,K00208,K02371,K10780,K00209	K09458,K00059	
lane121s003951_bin.1.p	M00085	Fatty acid elongation in mitochondria	INCOMPLETE	0__4	K07508,K07509,K00022,K07515,K07511,K07515,K07512		
lane121s003951_bin.1.p	M00086	beta-Oxidation, acyl-CoA synthesis	COMPLETE	1__1	K15013	K01897	
lane121s003951_bin.1.p	M00087	beta-Oxidation	COMPLETE	4__4	K00255,K06445,K09479,K07511,K13767,K01825,K07514,K07515,K10527,K00022,K07516,K01825,K07514,K07515,K10527,K07508,K07509,K07513	K00232,K00249,K01692,K01782,K00632	
lane121s003951_bin.1.p	M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	INCOMPLETE	2__5	K01641,K01640,K01574	K00626,K00019	
lane121s003951_bin.1.p	M00089	Triacylglycerol biosynthesis	INCOMPLETE	1__4	K00629,K13506,K13507,K00630,K13508,K13509,K13523,K19007,K13513,K13517,K13519,K14674,K22831,K01080,K15728,K18693,K11155,K11160,K14456,K22848,K22849	K00655	
lane121s003951_bin.1.p	M00090	Phosphatidylcholine (PC) biosynthesis, choline => PC	INCOMPLETE	0__3	K00866,K14156,K00968,K00994,K13644		
lane121s003951_bin.1.p	M00091	Phosphatidylcholine (PC) biosynthesis, PE => PC	2 BLOCKS MISSING	0__2	K00551,K16369,K00570,K00551,K00550,K00570		
lane121s003951_bin.1.p	M00092	Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE	INCOMPLETE	0__3	K00894,K14156,K00967,K00993,K13644		
lane121s003951_bin.1.p	M00093	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE	2 BLOCKS MISSING	1__3	K00998,K17103,K01613	K00981	
lane121s003951_bin.1.p	M00094	Ceramide biosynthesis	INCOMPLETE	0__4	K00654,K04708,K04709,K04710,K24621,K24622,K23727,K04712		
lane121s003951_bin.1.p	M00095	C5 isoprenoid biosynthesis, mevalonate pathway	INCOMPLETE	2__7	K01641,K00021,K00869,K00938,K13273,K01597	K00626,K01823	
lane121s003951_bin.1.p	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway	COMPLETE	8__8	K00991	K01662,K00099,K12506,K00919,K01770,K03526,K03527,K01823	
lane121s003951_bin.1.p	M00097	beta-Carotene biosynthesis, GGAP => beta-carotene	INCOMPLETE	0__6	K02291,K02293,K15744,K00514,K09835,K06443		
lane121s003951_bin.1.p	M00098	Acylglycerol degradation	2 BLOCKS MISSING	0__2	K01046,K12298,K16816,K13534,K14073,K14074,K14075,K14076,K22283,K14452,K22284,K14674,K14675,K17900,K01054,K25824		
lane121s003951_bin.1.p	M00099	Sphingosine biosynthesis	INCOMPLETE	0__5	K00654,K04708,K04709,K04710,K24621,K24622,K23727,K04712,K01441,K12348,K12349		
lane121s003951_bin.1.p	M00100	Sphingosine degradation	2 BLOCKS MISSING	0__2	K04718,K01634		
lane121s003951_bin.1.p	M00101	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol	INCOMPLETE	0__10	K01852,K05917,K00222,K07750,K07748,K13373,K09828,K01824,K00227,K00213		
lane121s003951_bin.1.p	M00102	Ergocalciferol biosynthesis	INCOMPLETE	0__11	K01852,K05917,K00222,K07750,K07748,K09827,K00559,K09829,K00227,K09831,K00223		
lane121s003951_bin.1.p	M00103	Cholecalciferol biosynthesis	2 BLOCKS MISSING	0__2	K07419,K07438		
lane121s003951_bin.1.p	M00104	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate	INCOMPLETE	0__12	K00489,K12408,K07431,K00251,K00037,K00488,K08748,K01796,K10214,K12405,K08764,K11992		
lane121s003951_bin.1.p	M00106	Conjugated bile acid biosynthesis, cholate => taurocholate/glycocholate	2 BLOCKS MISSING	0__2	K08748,K00659		
lane121s003951_bin.1.p	M00107	Steroid hormone biosynthesis, cholesterol => prognenolone => progesterone	2 BLOCKS MISSING	0__2	K00498,K00070		
lane121s003951_bin.1.p	M00108	C21-Steroid hormone biosynthesis, progesterone => corticosterone/aldosterone	INCOMPLETE	0__3	K00513,K00497,K07433,K07433		
lane121s003951_bin.1.p	M00109	C21-Steroid hormone biosynthesis, progesterone => cortisol/cortisone	INCOMPLETE	0__4	K00512,K00513,K00497,K15680,K00071		
lane121s003951_bin.1.p	M00110	C19/C18-Steroid hormone biosynthesis, pregnenolone => androstenedione => estrone	INCOMPLETE	0__3	K00512,K00070,K07434		
lane121s003951_bin.1.p	M00112	Tocopherol/tocotorienol biosynthesis	INCOMPLETE	0__4	K09833,K12502,K18534,K09834,K05928		
lane121s003951_bin.1.p	M00113	Jasmonic acid biosynthesis	INCOMPLETE	1__8	K00454,K01723,K10525,K05894,K10526,K10527,K07513	K00232	
lane121s003951_bin.1.p	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate	INCOMPLETE	1__8	K17497,K00966,K10046,K14190,K10047,K17744,K00225	K01809	
lane121s003951_bin.1.p	M00115	NAD biosynthesis, aspartate => NAD	COMPLETE	5__5	K06989,K06210,K01916	K00278,K03517,K00767,K00969,K01950	
lane121s003951_bin.1.p	M00116	Menaquinone biosynthesis, chorismate => menaquinol	2 BLOCKS MISSING	7__9	K08680,K19222	K02552,K02551,K02549,K01911,K01661,K02548,K03183	
lane121s003951_bin.1.p	M00117	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone	INCOMPLETE	1__9	K03181,K18240,K03179,K03182,K03186,K18800,K00568,K03185,K03184,K06134,K00568	K03183	
lane121s003951_bin.1.p	M00118	Glutathione biosynthesis, glutamate => glutathione	2 BLOCKS MISSING	0__2	K11204,K11205,K01919,K21456,K01920		
lane121s003951_bin.1.p	M00119	Pantothenate biosynthesis, valine/L-aspartate => pantothenate	1 BLOCK MISSING	4__5	K00077,K13799	K00826,K00606,K01579,K01918	
lane121s003951_bin.1.p	M00120	Coenzyme A biosynthesis, pantothenate => CoA	COMPLETE	5__5	K03525,K09680,K01947,K01922,K21977,K01598,K02318,K02201,K02318	K00867,K13038,K00954,K00859	
lane121s003951_bin.1.p	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme	1 BLOCK MISSING	9__10	K13543,K00228,K02495,K00230,K08973	K01885,K02492,K01845,K01698,K01749,K01719,K13542,K01599,K00231,K01772	
lane121s003951_bin.1.p	M00122	Cobalamin biosynthesis, cobinamide => cobalamin	INCOMPLETE	0__7	K00798,K19221,K02232,K02225,K02227,K02231,K00768,K02226,K22316,K02233		
lane121s003951_bin.1.p	M00123	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin	INCOMPLETE	0__4	K00652,K00833,K19563,K19562,K01935,K19562,K01012		
lane121s003951_bin.1.p	M00124	Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P	INCOMPLETE	1__6	K03472,K03473,K00097,K03474,K00275	K00831	
lane121s003951_bin.1.p	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD	1 BLOCK MISSING	8__9	K01497,K01498,K22912,K20860,K20861,K20862,K21063,K21064,K00861,K20884,K00953,K22949	K14652,K11752,K00082,K02858,K00794,K00793,K11753	
lane121s003951_bin.1.p	M00126	Tetrahydrofolate biosynthesis, GTP => THF	1 BLOCK MISSING	6__7	K09007,K22391,K01077,K01113,K08310,K19965,K13939,K13939,K13939,K20457,K13998,K09007,K22391,K01077,K01113,K08310,K19965,K13941,K20457,K13998	K01495,K13940,K01633,K00950,K00796,K11754,K00287	
lane121s003951_bin.1.p	M00127	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P	INCOMPLETE	1__8	K03148,K03154,K03151,K03150,K03149,K03147,K00941,K14153,K21219,K00788,K14153,K21219	K00946	
lane121s003951_bin.1.p	M00128	Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate => ubiquinone	INCOMPLETE	0__6	K06125,K00591,K06126,K06127,K06134,K00591		
lane121s003951_bin.1.p	M00129	Ascorbate biosynthesis, animals, glucose-1P => ascorbate	INCOMPLETE	3__7	K00699,K01195,K00002,K01053	K00963,K00012,K00103	
lane121s003951_bin.1.p	M00130	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4	INCOMPLETE	0__4	K00888,K19801,K13711,K00889,K13712,K01116,K05857,K05858,K05859,K05860,K05861,K00911		
lane121s003951_bin.1.p	M00131	Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol	INCOMPLETE	1__4	K01106,K01107,K01109	K01092	
lane121s003951_bin.1.p	M00132	Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate	INCOMPLETE	0__3	K00913,K01765,K00915,K10572		
lane121s003951_bin.1.p	M00133	Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine	INCOMPLETE	1__4	K01583,K01584,K01585,K02626,K01611,K00797	K01480	
lane121s003951_bin.1.p	M00134	Polyamine biosynthesis, arginine => ornithine => putrescine	1 BLOCK MISSING	1__2	K01581	K01476	
lane121s003951_bin.1.p	M00135	GABA biosynthesis, eukaryotes, putrescine => GABA	COMPLETE	3__3	K14085,K00149	K00657,K00274,K00128	
lane121s003951_bin.1.p	M00136	GABA biosynthesis, prokaryotes, putrescine => GABA	INCOMPLETE	0__4	K09470,K09471,K09472,K09473		
lane121s003951_bin.1.p	M00137	Flavanone biosynthesis, phenylalanine => naringenin	INCOMPLETE	0__5	K10775,K00487,K01904,K00660,K01859		
lane121s003951_bin.1.p	M00138	Flavonoid biosynthesis, naringenin => pelargonidin	INCOMPLETE	0__3	K00475,K13082,K05277		
lane121s003951_bin.1.p	M00140	C1-unit interconversion, prokaryotes	COMPLETE	4__4	K00300,K01500	K00600,K01491,K01938	
lane121s003951_bin.1.p	M00141	C1-unit interconversion, eukaryotes	2 BLOCKS MISSING	1__3	K00288,K13403,K00288,K13402	K00600	
lane121s003951_bin.1.p	M00142	NADH:ubiquinone oxidoreductase, mitochondria	1 BLOCK MISSING	0__1	K03878,K03879,K03880,K03881,K03882,K03883,K03884		
lane121s003951_bin.1.p	M00143	NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria	1 BLOCK MISSING	0__1	K03934,K03935,K03936,K03937,K03938,K03939,K03940,K03941,K03942,K03943,K03944		
lane121s003951_bin.1.p	M00144	NADH:quinone oxidoreductase, prokaryotes	1 BLOCK MISSING	0__1	K00330,K00331,K00332,K00333,K00331,K13378,K13380,K00334,K00335,K00336,K00337,K00338,K00339,K00340,K00341,K00342,K15863,K00343		
lane121s003951_bin.1.p	M00145	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria	1 BLOCK MISSING	0__1	K05574,K05582,K05581,K05579,K05572,K05580,K05578,K05576,K05577,K05575,K05573,K05583,K05584,K05585		
lane121s003951_bin.1.p	M00146	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex	1 BLOCK MISSING	0__1	K03945,K03946,K03947,K03948,K03949,K03950,K03951,K03952,K03953,K03954,K03955,K03956,K11352,K11353		
lane121s003951_bin.1.p	M00147	NADH dehydrogenase (ubiquinone) 1 beta subcomplex	1 BLOCK MISSING	0__1	K03957,K03958,K03959,K03960,K03961,K03962,K03963,K03964,K03965,K03966,K11351,K03967,K03968		
lane121s003951_bin.1.p	M00148	Succinate dehydrogenase (ubiquinone)	1 BLOCK MISSING	0__1	K00236,K00237,K25801,K00234,K00235		
lane121s003951_bin.1.p	M00149	Succinate dehydrogenase, prokaryotes	COMPLETE	1__1	K18859,K18860	K00241,K00242,K00239,K00240	
lane121s003951_bin.1.p	M00150	Fumarate reductase, prokaryotes	1 BLOCK MISSING	0__1	K00245,K00246,K00247	K00244	
lane121s003951_bin.1.p	M00151	Cytochrome bc1 complex respiratory unit	COMPLETE	1__1	K00412,K00413,K00410,K00411,K03886,K03887,K03888	K03890,K03891,K03889	
